name,rmse,mae,r2,cv_r2
linear_regression,0.0007296993237245472,0.0005193859107003293,0.947176915579993,0.947196506391853
decision_tree,0.0010314176498147695,0.000731060645571641,0.8944629411426449,0.8898149751266002
random_forest,0.0005058584198264012,0.0003709328620243146,0.9746140257415227,0.9595842124102922
